Date,Order ID,Customer ID,Region,Product,Category,Units Sold,Unit Price
2025-05-09,ORD10783,CUST2680,West,Tablet,Electronics,3,499
2025-05-26,ORD10784,CUST6314,South,Jacket,Clothing,1,75
2025-05-29,ORD10785,CUST8123,South,T-shirt,Clothing,2,25
2025-05-29,ORD10786,CUST8859,West,Air Conditioner,Home Appliances,1,399
2025-05-06,ORD10787,CUST1602,West,Action Figure,Toys,4,30
2025-05-22,ORD10788,CUST7388,South,Jacket,Clothing,2,75
2025-05-19,ORD10789,CUST4193,North,Air Conditioner,Home Appliances,9,399
2025-05-20,ORD10790,CUST8898,North,Smartphone,Electronics,6,699
2025-05-24,ORD10791,CUST1399,East,Board Game,Toys,2,40
2025-05-22,ORD10792,CUST8981,East,Microwave,Home Appliances,10,150
2025-05-11,ORD10793,CUST1586,East,Microwave,Home Appliances,10,150
2025-05-09,ORD10794,CUST6463,West,Blender,Home Appliances,8,89
2025-05-02,ORD10795,CUST4504,East,Action Figure,Toys,10,30
2025-05-31,ORD10796,CUST3668,East,T-shirt,Clothing,10,25
2025-05-31,ORD10797,CUST4208,North,Microwave,Home Appliances,9,150
2025-05-16,ORD10798,CUST7530,North,Blender,Home Appliances,8,89
2025-05-10,ORD10799,CUST7409,West,Board Game,Toys,5,40
2025-05-13,ORD10800,CUST2492,East,Jacket,Clothing,9,75
2025-05-27,ORD10801,CUST1899,East,Board Game,Toys,10,40
2025-05-16,ORD10802,CUST6769,North,Blender,Home Appliances,10,89
2025-05-17,ORD10803,CUST5113,North,Tablet,Electronics,6,499
2025-05-05,ORD10804,CUST6668,North,Jeans,Clothing,2,50
2025-05-13,ORD10805,CUST4620,South,Blender,Home Appliances,6,89
2025-05-26,ORD10806,CUST6417,North,Action Figure,Toys,9,30
2025-05-04,ORD10807,CUST4821,West,Blender,Home Appliances,2,89
2025-05-12,ORD10808,CUST7028,North,Microwave,Home Appliances,5,150
2025-05-31,ORD10809,CUST9418,West,Microwave,Home Appliances,4,150
2025-05-15,ORD10810,CUST6442,West,T-shirt,Clothing,4,25
2025-05-10,ORD10811,CUST4233,West,Smartphone,Electronics,4,699
2025-05-06,ORD10812,CUST8003,South,T-shirt,Clothing,2,25
2025-05-17,ORD10813,CUST6398,West,Board Game,Toys,6,40
2025-05-20,ORD10814,CUST5527,West,Air Conditioner,Home Appliances,9,399
2025-05-01,ORD10815,CUST2424,South,Microwave,Home Appliances,10,150
2025-05-26,ORD10816,CUST8399,North,Smartphone,Electronics,1,699
2025-05-09,ORD10817,CUST9262,South,Tablet,Electronics,10,499
2025-05-22,ORD10818,CUST4985,West,Tablet,Electronics,4,499
2025-05-21,ORD10819,CUST1050,East,Air Conditioner,Home Appliances,10,399
2025-05-29,ORD10820,CUST1975,South,Jeans,Clothing,10,50
2025-05-29,ORD10821,CUST2431,East,T-shirt,Clothing,6,25
2025-05-05,ORD10822,CUST5491,East,Smartphone,Electronics,5,699
2025-05-16,ORD10823,CUST8870,East,Jacket,Clothing,1,75
2025-05-20,ORD10824,CUST1845,South,Puzzle,Toys,7,20
2025-05-02,ORD10825,CUST9512,North,Jacket,Clothing,3,75
2025-05-13,ORD10826,CUST4534,South,Microwave,Home Appliances,8,150
2025-05-13,ORD10827,CUST9534,West,Air Conditioner,Home Appliances,3,399
2025-05-29,ORD10828,CUST8270,West,Laptop,Electronics,5,999
2025-05-15,ORD10829,CUST2601,West,Jeans,Clothing,9,50
2025-05-14,ORD10830,CUST3359,North,Puzzle,Toys,2,20
2025-05-30,ORD10831,CUST2449,North,Puzzle,Toys,2,20
2025-05-20,ORD10832,CUST6803,North,Action Figure,Toys,3,30
2025-05-22,ORD10833,CUST6498,West,Laptop,Electronics,2,999
2025-05-22,ORD10834,CUST3888,West,Air Conditioner,Home Appliances,5,399
2025-05-26,ORD10835,CUST6504,North,Blender,Home Appliances,6,89
2025-05-23,ORD10836,CUST2017,North,Jeans,Clothing,9,50
2025-05-28,ORD10837,CUST4245,North,Action Figure,Toys,2,30
2025-05-02,ORD10838,CUST8417,West,Microwave,Home Appliances,3,150
2025-05-13,ORD10839,CUST3077,North,Board Game,Toys,10,40
2025-05-01,ORD10840,CUST6463,West,Smartphone,Electronics,10,699
2025-05-10,ORD10841,CUST6935,North,Tablet,Electronics,1,499
2025-05-24,ORD10842,CUST7365,South,Jeans,Clothing,3,50
2025-05-29,ORD10843,CUST6740,East,Air Conditioner,Home Appliances,4,399
2025-05-20,ORD10844,CUST1813,West,Tablet,Electronics,9,499
2025-05-25,ORD10845,CUST6431,West,Jeans,Clothing,1,50
2025-05-30,ORD10846,CUST4651,East,Jeans,Clothing,9,50
2025-05-21,ORD10847,CUST7553,North,Laptop,Electronics,6,999
2025-05-24,ORD10848,CUST3629,East,Tablet,Electronics,5,499
2025-05-03,ORD10849,CUST3864,West,Smartphone,Electronics,1,699
2025-05-03,ORD10850,CUST2048,South,Puzzle,Toys,5,20
2025-05-14,ORD10851,CUST5527,West,Smartphone,Electronics,9,699
2025-05-25,ORD10852,CUST3179,East,T-shirt,Clothing,2,25
2025-05-12,ORD10853,CUST5378,South,Puzzle,Toys,3,20
2025-05-22,ORD10854,CUST2456,East,Air Conditioner,Home Appliances,1,399
2025-05-24,ORD10855,CUST3824,South,Jacket,Clothing,2,75
2025-05-05,ORD10856,CUST2308,North,Blender,Home Appliances,10,89
2025-05-17,ORD10857,CUST1430,West,Action Figure,Toys,2,30
2025-05-20,ORD10858,CUST5867,East,Smartphone,Electronics,7,699
2025-05-09,ORD10859,CUST2836,South,Blender,Home Appliances,3,89
2025-05-08,ORD10860,CUST7254,East,Blender,Home Appliances,1,89
2025-05-18,ORD10861,CUST8207,South,Laptop,Electronics,3,999
2025-05-03,ORD10862,CUST7314,East,Smartphone,Electronics,4,699
2025-05-13,ORD10863,CUST8019,West,Air Conditioner,Home Appliances,8,399
2025-05-10,ORD10864,CUST6522,North,Jeans,Clothing,8,50
2025-05-08,ORD10865,CUST4590,North,Blender,Home Appliances,5,89
2025-05-28,ORD10866,CUST8133,West,Jacket,Clothing,4,75
2025-05-25,ORD10867,CUST3073,East,Tablet,Electronics,2,499
2025-05-30,ORD10868,CUST1910,West,T-shirt,Clothing,3,25
2025-05-15,ORD10869,CUST1676,North,Microwave,Home Appliances,8,150
2025-05-04,ORD10870,CUST1033,West,Blender,Home Appliances,10,89
2025-05-22,ORD10871,CUST3843,South,Jeans,Clothing,3,50
2025-05-12,ORD10872,CUST5908,North,Jacket,Clothing,8,75
2025-05-07,ORD10873,CUST8837,South,T-shirt,Clothing,2,25
2025-05-19,ORD10874,CUST8750,North,Blender,Home Appliances,6,89
2025-05-03,ORD10875,CUST6635,West,Smartphone,Electronics,8,699
2025-05-01,ORD10876,CUST3372,North,Microwave,Home Appliances,6,150
2025-05-26,ORD10877,CUST5236,South,Air Conditioner,Home Appliances,2,399
2025-05-18,ORD10878,CUST6810,South,Microwave,Home Appliances,1,150
2025-05-12,ORD10879,CUST2660,South,Action Figure,Toys,2,30
2025-05-19,ORD10880,CUST4286,East,Microwave,Home Appliances,4,150
2025-05-28,ORD10881,CUST9079,East,Action Figure,Toys,3,30
2025-05-22,ORD10882,CUST3544,North,Jacket,Clothing,7,75
2025-05-27,ORD10883,CUST1823,South,T-shirt,Clothing,9,25
2025-05-19,ORD10884,CUST1772,East,Smartphone,Electronics,10,699
2025-05-26,ORD10885,CUST9512,South,Jacket,Clothing,2,75
2025-05-10,ORD10886,CUST2670,East,Board Game,Toys,10,40
2025-05-10,ORD10887,CUST4899,North,Jacket,Clothing,6,75
2025-05-17,ORD10888,CUST4232,West,Puzzle,Toys,6,20
2025-05-08,ORD10889,CUST2606,South,Jacket,Clothing,7,75
2025-05-27,ORD10890,CUST9693,South,Smartphone,Electronics,8,699
2025-05-19,ORD10891,CUST9198,East,T-shirt,Clothing,1,25
2025-05-10,ORD10892,CUST5552,East,Jacket,Clothing,3,75
2025-05-17,ORD10893,CUST2090,South,Jacket,Clothing,7,75
2025-05-20,ORD10894,CUST7266,East,Air Conditioner,Home Appliances,6,399
2025-05-26,ORD10895,CUST8729,North,T-shirt,Clothing,6,25
2025-05-02,ORD10896,CUST3850,North,Puzzle,Toys,2,20
2025-05-02,ORD10897,CUST3214,North,Puzzle,Toys,3,20
2025-05-14,ORD10898,CUST1986,East,Board Game,Toys,6,40
2025-05-18,ORD10899,CUST9053,North,Blender,Home Appliances,1,89
2025-05-01,ORD10900,CUST8406,East,Jeans,Clothing,1,50
2025-05-18,ORD10901,CUST4215,North,Air Conditioner,Home Appliances,5,399
2025-05-19,ORD10902,CUST3471,East,Jacket,Clothing,1,75
2025-05-10,ORD10903,CUST6878,South,Microwave,Home Appliances,2,150
2025-05-03,ORD10904,CUST5008,South,Blender,Home Appliances,5,89
2025-05-09,ORD10905,CUST8715,West,Tablet,Electronics,7,499
2025-05-14,ORD10906,CUST5291,East,Puzzle,Toys,5,20
2025-05-25,ORD10907,CUST3339,West,Smartphone,Electronics,9,699
2025-05-15,ORD10908,CUST3044,East,Jacket,Clothing,7,75
2025-05-22,ORD10909,CUST6396,East,Blender,Home Appliances,4,89
2025-05-16,ORD10910,CUST5632,North,Board Game,Toys,10,40
2025-05-03,ORD10911,CUST5419,North,Smartphone,Electronics,5,699
2025-05-10,ORD10912,CUST5893,North,Puzzle,Toys,2,20
2025-05-01,ORD10913,CUST5164,North,Microwave,Home Appliances,5,150
2025-05-27,ORD10914,CUST9393,North,T-shirt,Clothing,8,25
2025-05-04,ORD10915,CUST1531,East,Puzzle,Toys,4,20
2025-05-05,ORD10916,CUST3292,South,Laptop,Electronics,2,999
2025-05-29,ORD10917,CUST5831,South,Action Figure,Toys,2,30
2025-05-26,ORD10918,CUST3173,North,Board Game,Toys,7,40
2025-05-05,ORD10919,CUST5150,West,Microwave,Home Appliances,5,150
2025-05-30,ORD10920,CUST3343,South,Action Figure,Toys,4,30
2025-05-06,ORD10921,CUST5477,North,Smartphone,Electronics,6,699
2025-05-27,ORD10922,CUST7537,East,Action Figure,Toys,7,30
2025-05-30,ORD10923,CUST4233,East,Jeans,Clothing,4,50
2025-05-24,ORD10924,CUST8176,South,Jacket,Clothing,5,75
2025-05-26,ORD10925,CUST9940,South,Tablet,Electronics,1,499
2025-05-19,ORD10926,CUST9556,North,Board Game,Toys,9,40
2025-05-21,ORD10927,CUST9797,South,Jacket,Clothing,7,75
2025-05-18,ORD10928,CUST6620,East,Microwave,Home Appliances,7,150
2025-05-15,ORD10929,CUST5497,West,Air Conditioner,Home Appliances,2,399
2025-05-13,ORD10930,CUST3606,West,Blender,Home Appliances,2,89
2025-05-29,ORD10931,CUST8923,West,Laptop,Electronics,9,999
2025-05-11,ORD10932,CUST4100,East,Smartphone,Electronics,10,699
2025-05-01,ORD10933,CUST8331,North,Microwave,Home Appliances,9,150
2025-05-18,ORD10934,CUST8937,East,Air Conditioner,Home Appliances,9,399
2025-05-14,ORD10935,CUST6999,West,Laptop,Electronics,1,999
2025-05-15,ORD10936,CUST4168,West,Air Conditioner,Home Appliances,9,399
2025-05-14,ORD10937,CUST5995,South,Microwave,Home Appliances,10,150
2025-05-06,ORD10938,CUST4495,North,Jeans,Clothing,4,50
2025-05-10,ORD10939,CUST3582,West,Puzzle,Toys,5,20
2025-05-03,ORD10940,CUST5661,South,Board Game,Toys,4,40
2025-05-02,ORD10941,CUST1230,East,T-shirt,Clothing,3,25
2025-05-21,ORD10942,CUST2760,West,Laptop,Electronics,4,999
2025-05-24,ORD10943,CUST6417,North,Action Figure,Toys,9,30
2025-05-07,ORD10944,CUST3749,South,Laptop,Electronics,5,999
2025-05-15,ORD10945,CUST7127,East,Laptop,Electronics,6,999
2025-05-25,ORD10946,CUST5553,East,Jeans,Clothing,5,50
2025-05-04,ORD10947,CUST8571,West,Board Game,Toys,6,40
2025-05-23,ORD10948,CUST9825,North,Action Figure,Toys,4,30
2025-05-03,ORD10949,CUST5968,South,Smartphone,Electronics,4,699
2025-05-26,ORD10950,CUST3727,West,Blender,Home Appliances,5,89
2025-05-04,ORD10951,CUST5579,West,Jeans,Clothing,5,50
2025-05-19,ORD10952,CUST8712,North,Action Figure,Toys,5,30
2025-05-06,ORD10953,CUST1339,South,Smartphone,Electronics,6,699
2025-05-04,ORD10954,CUST2834,North,Jeans,Clothing,5,50
2025-05-17,ORD10955,CUST5983,West,Microwave,Home Appliances,6,150
2025-05-15,ORD10956,CUST2420,West,Board Game,Toys,9,40
2025-05-23,ORD10957,CUST4722,East,Tablet,Electronics,6,499
2025-05-13,ORD10958,CUST9736,West,Air Conditioner,Home Appliances,7,399
2025-05-30,ORD10959,CUST9663,East,Board Game,Toys,4,40
2025-05-11,ORD10960,CUST5762,North,Puzzle,Toys,8,20
2025-05-09,ORD10961,CUST8122,East,Board Game,Toys,4,40
2025-05-23,ORD10962,CUST7827,North,Action Figure,Toys,3,30
2025-05-22,ORD10963,CUST9786,East,Jeans,Clothing,6,50
2025-05-13,ORD10964,CUST9561,West,Puzzle,Toys,4,20
2025-05-18,ORD10965,CUST9264,West,Blender,Home Appliances,6,89
2025-05-03,ORD10966,CUST2318,West,T-shirt,Clothing,10,25
2025-05-23,ORD10967,CUST1161,North,Tablet,Electronics,8,499
2025-05-10,ORD10968,CUST9581,South,Jeans,Clothing,7,50
2025-05-25,ORD10969,CUST7126,South,Action Figure,Toys,3,30
2025-05-22,ORD10970,CUST6456,East,Jacket,Clothing,6,75
2025-05-22,ORD10971,CUST4396,North,Tablet,Electronics,4,499
2025-05-21,ORD10972,CUST1709,North,Jacket,Clothing,5,75
2025-05-22,ORD10973,CUST4690,East,T-shirt,Clothing,2,25
2025-05-07,ORD10974,CUST4253,North,Jeans,Clothing,4,50
2025-05-24,ORD10975,CUST4892,North,Laptop,Electronics,4,999
2025-05-12,ORD10976,CUST3210,North,Board Game,Toys,2,40
2025-05-31,ORD10977,CUST1076,South,Tablet,Electronics,1,499
2025-05-30,ORD10978,CUST7706,West,Action Figure,Toys,9,30
2025-05-13,ORD10979,CUST2626,South,Jeans,Clothing,3,50
2025-05-13,ORD10980,CUST8074,West,T-shirt,Clothing,6,25
2025-05-27,ORD10981,CUST4808,West,Air Conditioner,Home Appliances,6,399
2025-05-06,ORD10982,CUST1489,East,Laptop,Electronics,7,999
2025-05-29,ORD10983,CUST6161,West,Air Conditioner,Home Appliances,2,399
2025-05-09,ORD10984,CUST1895,North,T-shirt,Clothing,5,25
2025-05-16,ORD10985,CUST5705,West,Jacket,Clothing,3,75
2025-05-17,ORD10986,CUST5881,East,Action Figure,Toys,3,30
2025-05-06,ORD10987,CUST6698,East,Blender,Home Appliances,10,89
2025-05-26,ORD10988,CUST4005,West,Laptop,Electronics,6,999
2025-05-03,ORD10989,CUST7984,South,Board Game,Toys,3,40
2025-05-23,ORD10990,CUST7223,North,Blender,Home Appliances,7,89
2025-05-14,ORD10991,CUST2376,West,T-shirt,Clothing,2,25
2025-05-10,ORD10992,CUST4992,East,Puzzle,Toys,5,20
2025-05-03,ORD10993,CUST8576,South,T-shirt,Clothing,6,25
2025-05-03,ORD10994,CUST2918,South,Jacket,Clothing,6,75
2025-05-29,ORD10995,CUST8312,East,Smartphone,Electronics,1,699
2025-05-17,ORD10996,CUST2411,East,Jacket,Clothing,10,75
2025-05-30,ORD10997,CUST2671,South,Microwave,Home Appliances,10,150
2025-05-22,ORD10998,CUST8956,North,T-shirt,Clothing,7,25
2025-05-16,ORD10999,CUST4060,East,Blender,Home Appliances,7,89
